,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,Aspect_5deg,BulkDensity_5min,ClayPercentage_5min,annualPET,aridityIndexThornthwaite,climaticMoistureIndex,continentality,embergerQ,growingDegDays0,growingDegDays5,maxTempColdest,minTempWarmest,monthCountByTemp10,PETColdestQuarter,PETDriestQuarter,PETseasonality,PETWarmestQuarter,PETWettestQuarter,thermicityIndex,OrganicCarbon_5min,PhCaCL_5min,Slope_5deg,IsDomesticated
Damaliscus_lunatus,0.929406689,0.723212433,1.45730085,-1.183863916,0.547932623,0.999780179,-1.053237262,0.766972463,0.820357312,0.578075833,1.051284649,0.153561328,0.361782582,-0.316721355,0.455497454,0.325421617,-0.215541072,0.159534859,0.219341275,0.339915272,0.514282649,0.362398197,1.113597576,0.190953235,-0.553966058,-1.192900469,0.155834929,0.992785294,1.014619605,1.080922807,0.468884575,1.118478477,1.380074026,0.761885396,-1.163644187,0.544696218,0.775820454,1.008452466,-0.320030345,-0.043471361,-0.367098806,FALSE
Damaliscus_pygargus,0.484333366,0.801545522,0.775291656,-0.830126482,0.020414328,0.529718195,-0.732294437,0.250573073,0.474516232,0.098312348,0.607869248,-0.011463033,-0.044663114,-0.141128981,-0.209012181,-0.031187869,-0.15795458,0.369985507,-0.278000538,-0.192125903,0.373019325,0.354949571,0.502509008,-0.143582172,-0.452810179,-0.845929162,-0.095303558,0.384597384,0.417332946,0.68547989,-0.002680167,0.837516657,0.366714766,0.2942193,-0.022666422,0.361245438,0.468968786,0.450183096,-0.417127368,0.111856818,0.07141721,FALSE
Diceros_bicornis,0.800627731,0.96413819,1.341532139,-1.121151205,0.39334917,0.856525738,-0.951437156,0.644355014,0.692443043,0.381320415,0.92711699,-0.057235627,0.209087772,-0.372712904,0.706161983,0.1066315,-0.360442579,0.281748364,-0.395528396,0.119518243,0.313660196,1.165040145,1.057100151,0.345526226,-0.686249776,-1.136030377,-0.000476204,0.817023033,0.843737676,0.996206999,0.199070159,1.115751055,1.23755395,0.616486244,-0.865478206,0.573487671,0.813648343,0.85741246,-0.341306399,0.242425988,0.08636754,FALSE
Equus_burchellii,0.756004128,0.847473835,1.416953577,-1.177135296,0.288151896,0.861122138,-1.025823305,0.579274856,0.687012744,0.288243376,0.92147979,0.055340687,0.24476097,-0.211642841,0.337211169,0.133966308,-0.181146271,0.370405421,-0.281714323,-0.111750153,0.296791825,1.066944439,0.956949516,0.133784511,-0.574076969,-1.188811965,0.06377712,0.756065292,0.784472529,0.980408404,0.127105833,1.106323662,1.21307219,0.60564386,-1.034708214,0.391431472,0.796628982,0.81257918,-0.339965022,0.183066663,-0.052527725,FALSE
Equus_grevyi,0.749682298,1.771006618,2.244384458,-1.437538922,0.315967203,0.944026777,-1.124537149,0.433626311,0.791429944,0.120572696,1.023632475,0.003922546,0.352580331,-0.194780789,0.390915663,0.004979882,-0.153736528,0.295511759,-0.240085745,0.00828754,0.499406809,1.721223094,1.323272943,0.364127619,-0.743922873,-1.454645373,0.02638761,0.74760486,0.776247014,1.106890155,-0.279882114,1.118478477,1.818369897,1.118667136,-1.701701154,0.486342142,0.936316875,0.834209818,-0.343148815,0.310959856,-0.138534653,FALSE
Equus_hemionus,0.683145605,0.15244235,0.236533599,-0.529565773,0.629748809,0.709533955,-0.591950396,-0.486212925,1.060300545,0.67139854,0.64505373,-0.789063375,-0.745612357,-0.591989411,0.995215709,-0.72853241,-0.634472483,-1.068818507,-0.191277778,-0.470791879,0.446297489,0.228394661,0.539663104,1.27494014,-1.295556851,-0.537206585,-0.493446085,0.654991943,0.676698095,0.582339347,0.635034884,1.00746762,0.165869993,1.427884286,0.551996155,0.739418803,-1.118381905,0.566738369,-0.341379291,1.308389996,0.025534368,FALSE
Equus_kiang,-0.927757702,0.594831647,-0.203888275,0.016872435,-1.454384363,-0.768304197,0.142255555,-1.12800635,-0.730646161,-1.509881138,-0.66304591,-0.659901689,-0.562069115,-0.537197406,0.451756142,-0.57150892,-0.546579482,-0.380430758,-0.514082793,-0.212132911,-0.07868024,0.130592081,-0.848621409,0.095609156,-0.610850455,0.037034487,-0.472281158,-1.093172709,-1.053567754,-0.554658859,-1.705683461,-1.434388445,-0.797741247,-0.885391714,-0.263097861,-1.004188223,-0.45647618,-1.352406308,-0.228979371,0.356542268,0.992077846,FALSE
Equus_przewalskii,-0.754127097,0.56183071,-0.551806942,0.768131766,-0.676515204,-0.9056603,0.837766334,-0.30933314,-0.931927304,-0.676576126,-0.828965087,-0.570827736,-0.3373775,-0.573474689,1.256973757,-0.361083578,-0.606044183,-0.032275067,-0.567165943,0.066498148,-0.150108296,0.037224176,-0.678879212,0.057176617,-0.521156085,0.774938051,-0.463333708,-0.9382798,-0.928072396,-0.765828352,-0.724130268,-1.008910624,-0.891108461,-0.978150209,0.601103579,-0.431268003,0.165129201,-0.818328749,-0.092087639,0.338985917,0.32802812,TRUE
Equus_zebra,0.561674285,1.289154001,0.88049907,-0.829661377,0.352657718,0.603435578,-0.621533717,0.442078847,0.509547267,0.258193234,0.66999224,-0.579719747,-0.603184014,-0.288340737,-0.089372791,-0.606804985,-0.312850171,-0.554154787,-0.397222755,-0.103871814,0.36376261,0.399689009,0.724441051,0.853424316,-1.113979846,-0.838421642,-0.394184008,0.490497079,0.526278259,0.746369087,0.006937048,0.973015974,0.416487725,0.20958935,0.475107073,0.83673875,0.82435073,0.550700302,-0.444825608,0.717652308,0.275966316,FALSE
Eudorcas_rufifrons,1.373315042,0.700271175,0.9067419,-1.094415716,1.431508669,1.261938139,-0.851717457,1.201685347,1.123107769,1.451492798,1.367024025,-0.023846876,0.755315373,-0.639433387,1.760234766,0.609483695,-0.68037506,-0.780597513,-0.599966918,-0.036734284,0.634451666,-0.361297367,1.555451182,0.902422225,-0.831788811,-1.053013747,-0.106379909,1.599545976,1.604532568,1.427624868,1.498959921,1.118478477,2.067742863,1.18451501,-1.219564372,1.134763464,0.68443178,1.593760224,-0.407839914,-0.084735699,-0.501664778,FALSE
Eudorcas_thomsonii,0.649720694,0.633622223,1.871917539,-1.387041869,0.005799439,0.924384933,-1.297146078,0.292390575,0.699587758,-0.02373824,0.924930555,0.105603047,0.244865341,-0.141994877,-0.011540022,0.062450434,-0.051260546,0.404128421,-0.141634965,0.058893527,-0.026151214,1.787935644,0.874513901,0.013612118,-0.49835875,-1.393751273,0.210945946,0.611354636,0.643780005,0.940885328,-0.221592864,1.11726629,1.370929758,0.801628124,-1.569064572,0.043564269,0.438333386,0.712776144,-0.267272124,0.159176755,0.06867302,FALSE
Gazella_bennettii,1.180745305,0.903832906,0.07822686,-0.351639731,1.612275952,0.791096893,-0.0723936,1.510231021,0.934904761,1.58251322,0.908283902,-0.321240452,0.509772206,-0.584467805,2.350896847,0.321194419,-0.587874413,-0.402771759,-0.539453245,0.16007649,0.623512117,-0.170440791,1.185277118,1.129202654,-0.977636377,-0.279727903,-0.359185291,1.335263551,1.347588384,0.944128197,1.734035232,1.118478477,0.886366266,0.86480772,0.342672283,1.354151894,0.831870702,1.030798552,-0.417742649,0.587086169,-0.359873514,FALSE
Gazella_dorcas,0.8251314,0.353167054,0.247952948,-0.50193323,0.893001046,0.77660879,-0.516383761,-0.352960335,1.194755315,0.924386404,0.73115545,-0.913696421,-0.908260515,-0.639433387,0.865672652,-0.892827628,-0.68037506,-1.11495435,-0.377189464,-0.387595228,0.391271401,-0.048686518,0.728714253,1.479495392,-1.466261195,-0.50973687,-0.550723589,0.849824337,0.875628198,0.68271679,0.885378947,1.107500175,0.283781259,1.661162284,0.70375369,1.0170023,-1.029409019,0.715960845,-0.372000168,1.368432394,0.120301412,FALSE
Gazella_gazella,0.740373129,-0.01940367,0.225604746,-0.520018924,0.669362419,0.780331574,-0.666008749,-0.450418861,1.124174524,0.763814027,0.693263806,-0.356338545,-0.032427252,-0.639433387,1.326132247,-0.045573028,-0.680228388,-1.11163311,0.833498398,0.359421262,0.589860376,1.900562147,0.50457144,1.21489452,-0.835631561,-0.546163121,-0.290810542,0.734966048,0.76395914,0.61196496,0.822481222,1.055280709,0.110022854,1.440380417,0.566239929,0.416883101,-1.283132288,0.64408027,-0.306249212,0.483665881,0.664946184,FALSE
Gazella_subgutturosa,0.155458369,0.705606724,-0.358518794,0.364551332,0.619933395,-0.066403078,0.493691606,-0.327625941,0.335821857,0.532185703,-0.029354594,-0.748267974,-0.663228976,-0.615614968,0.980673595,-0.671261116,-0.647889714,-0.891460097,-0.293362948,-0.029216552,0.669515798,0.352245968,0.166545451,1.116616493,-1.222516264,0.391820521,-0.515837746,-0.038517733,-0.111630235,-0.034174623,0.491828635,0.039631582,-0.366125186,0.523864659,1.233818139,0.726336687,-0.253297614,0.047488852,-0.447478078,1.46178914,-0.080766806,FALSE
Giraffa_camelopardalis,0.981142165,1.337328676,1.714533795,-1.22323227,0.693764052,1.029508869,-1.000922655,0.880698466,0.857576819,0.624920415,1.097703446,-0.23442624,0.123212691,-0.509841991,1.052134819,-0.110910441,-0.525247582,-0.037101056,-0.474506878,-0.310612986,0.575543436,0.687736385,1.395528922,0.601362385,-0.935258272,-1.236476478,-0.13280484,1.063036137,1.082919817,1.175987853,0.378517106,1.118478477,1.680663239,0.902515458,-1.191984546,0.848062687,1.139857506,1.087916481,-0.363188226,0.498512249,-0.240201778,FALSE
Hemitragus_jemlahicus,-0.077999403,-0.154971027,0.360395845,-0.703651939,-0.841045807,0.19554409,-0.818187148,-0.669235885,0.090356146,-0.692327528,0.175545595,0.730120609,0.939236238,0.451421993,0.400746881,0.892790609,0.661392556,1.335362791,0.534768318,0.224428951,-0.198530746,-0.003941785,-0.280155716,-0.279624463,0.775100144,-0.721749876,0.334297134,-0.370137669,-0.394760327,0.188771919,-0.744597093,-0.324957126,-0.224935495,-0.183995102,-0.415014639,-0.639688715,-0.767680387,-0.236498399,-0.17821269,-0.559883358,3.033517949,FALSE
Hippocamelus_antisensis,-0.089774218,1.720337302,1.545505582,-1.207179706,-0.984643898,0.160278964,-0.861268417,-0.758773194,0.104883794,-1.127647121,0.330969885,-0.10828931,0.112230198,-0.474536643,1.138559402,0.147922829,-0.450444882,0.360461536,-0.484375709,-0.275779049,0.139201024,-0.397733623,0.224764516,0.292597412,-0.460612364,-1.233915535,-0.087854963,-0.41037369,-0.419239884,0.542459707,-1.533277564,-0.670710306,0.584366154,0.028260021,-1.280289337,-0.478476484,-0.028065731,-0.156067099,-0.367912087,0.009546157,1.901791819,FALSE
Hippocamelus_bisulcus,-0.273224015,-0.829419335,0.408644588,-0.871378181,-1.247949678,0.252103827,-1.160489749,-1.539266044,0.251225136,-1.120289019,0.102247967,0.24517583,-0.11223695,0.921589117,-1.04618545,-0.055296937,0.88949305,-0.232889169,0.716082676,-0.125383933,-0.619957594,-0.191261509,-0.681678147,-0.657084685,1.028314262,-0.894335714,0.246758887,-0.679057852,-0.845762844,0.029281245,-1.245492334,-1.063459063,-0.639943895,0.234994202,-0.163620225,-0.81760965,-1.895429096,-0.370466279,-0.112205913,-0.706477563,2.277773728,FALSE
Hippopotamus_amphibius,0.919323002,0.658472034,1.102212833,-1.051692792,0.56611306,0.921215359,-0.930935022,0.905776056,0.752623478,0.640391958,0.987416126,0.05005994,0.217692162,-0.343512778,0.499748955,0.221571449,-0.318680283,0.3319514,-0.324732821,-0.132605485,0.402606694,0.360921267,1.018850201,0.199213082,-0.611899831,-1.059533394,0.034278989,0.979078469,1.001293373,1.052824083,0.58446659,1.118478477,1.156057932,0.52748496,-0.774719977,0.607852138,0.991098782,0.997058312,-0.372187957,0.128955797,-0.357343611,FALSE
Hippotragus_equinus,1.353344489,0.609388452,1.04088962,-1.146729543,1.356358542,1.299876982,-0.953627468,1.130284468,1.160656706,1.390538688,1.374893341,0.220129255,1.017139219,-0.639134254,1.499810452,0.892780888,-0.668093329,-0.548462429,0.472079527,-0.177844117,0.718921981,0.425572899,1.506381219,0.934523281,-0.631138464,-1.128381471,0.05669811,1.571728321,1.577487316,1.380435216,1.465141575,1.118478477,1.965847646,1.255956528,-1.258477503,1.004423575,0.578281066,1.548753182,-0.346876792,-0.124253984,-0.500367298,FALSE
Hippotragus_niger,0.899525683,0.955178725,0.854895197,-0.974100021,0.677099923,0.823925371,-0.722362961,0.869605063,0.717671681,0.637755098,0.939306885,0.018072016,0.409963423,-0.565559646,1.155926841,0.473142008,-0.588270845,0.305902991,-0.551224764,0.261660514,0.691715022,-0.143894377,1.08666685,0.471902589,-0.66092981,-0.97196696,-0.0805702,0.951127493,0.974118502,1.035286369,0.496602953,1.118478477,1.167596287,0.571194128,-0.676138483,0.730796144,1.02370289,0.958881688,-0.420705548,-0.196448359,-0.363515392,FALSE
Hyemoschus_aquaticus,1.156280374,-0.540535068,1.857225532,-1.425229391,0.608378103,1.409505889,-1.590820862,0.99108984,1.101268018,0.798588959,1.304189358,3.423058968,3.017211618,2.056362405,-0.423746122,2.577440469,2.862570198,1.785201731,3.534563849,0.711688905,-0.043272877,1.639758274,0.948295671,-1.137464026,1.627530563,-1.436672607,3.448543315,1.302606907,1.315838505,1.196494844,0.850330229,1.118478477,1.467010049,0.974905172,-1.677659904,0.269416993,0.345395141,1.301006674,-0.22141268,-1.448796944,-0.479535008,FALSE
Hylochoerus_meinertzhageni,1.025080115,-0.28158334,2.07992249,-1.452473691,0.402159248,1.308428586,-1.581713723,0.785503427,1.011868574,0.560319621,1.2212127,2.370035308,1.893759931,1.575032879,-0.586284992,1.650583493,2.194626643,1.15561267,2.42130366,0.79013352,-0.030557741,1.559643452,0.935850821,-1.020168125,1.020136251,-1.472193578,2.504357691,1.124022858,1.14221314,1.158677213,0.540976018,1.118478477,1.516604146,0.937051824,-1.794347489,0.181184819,0.40095728,1.159735628,-0.14362678,-1.178210838,-0.019265156,FALSE
Kobus_ellipsiprymnus,1.043239019,0.62093858,1.255461827,-1.15626764,0.764315499,1.080172519,-1.026672268,0.903490116,0.909992035,0.807675212,1.129618292,0.172339491,0.530415461,-0.388310901,0.71530633,0.473789656,-0.368534657,0.039068887,0.427207192,-0.042978753,0.444861399,0.414979462,1.176258661,0.405315287,-0.55834763,-1.15790643,0.112556787,1.147948425,1.165474374,1.140558485,0.776201969,1.117036668,1.444010282,0.847846481,-1.074674102,0.665849841,0.774895525,1.151428159,-0.347901065,0.117677628,-0.316249893,FALSE
Kobus_kob,1.363493926,0.637035771,1.17114229,-1.193575159,1.351888032,1.339387393,-1.012116871,1.130858529,1.196290827,1.366294284,1.395551061,0.277568837,1.016094837,-0.638141662,1.391077652,0.951795338,-0.660589885,-0.4661315,1.947665634,0.129051934,0.683126773,0.13529713,1.525970194,0.938424956,-0.592941773,-1.187626348,0.110780151,1.584127619,1.589542327,1.311294409,1.43357617,1.118478477,1.823690416,1.32102226,-1.259631203,0.991507879,0.565426427,1.509849256,-0.368582304,0.496012174,-0.510774237,FALSE
Kobus_leche,0.913960329,1.454993732,0.791053566,-0.879258967,0.83739005,0.743678312,-0.505944232,0.929057028,0.681920481,0.695359799,0.911629342,-0.228455718,0.131327172,-0.639433387,1.320166033,0.178750051,-0.673323156,-0.130867468,-0.591328703,-0.276627136,0.773871121,-0.560996075,1.255074363,0.624813843,-0.920468537,-0.894296325,-0.26470831,0.972005981,0.994417265,1.042824965,0.410471415,1.118478477,1.20682784,0.60097327,-0.52494872,0.966945073,1.216993883,0.941708471,-0.432298413,0.010499443,-0.569878031,FALSE
Kobus_megaceros,1.285827747,0.622033134,1.493845184,-1.343850639,1.123986795,1.33758868,-1.156723468,1.079989607,1.17021591,1.093429665,1.376401312,0.179701089,0.51904076,-0.639433387,0.99856955,0.577549586,-0.673319926,-0.447140209,1.716168885,0.526015769,0.519360978,1.738419047,1.491342064,0.570706741,-0.654747456,-1.341119918,0.128774436,1.479978673,1.488285249,1.310388573,1.041189801,1.118478477,1.870352213,1.392990418,-1.374037511,0.893767826,0.641468899,1.416867818,0.21420826,0.481729727,-0.622331628,FALSE
Kobus_vardonii,0.955186106,0.937617477,0.836877733,-1.037786092,0.793688795,0.877401911,-0.722348413,0.876216865,0.758945123,0.698612703,1.00302387,0.290091151,0.946060975,-0.639433387,1.489286665,1.00810948,-0.679367183,0.472633442,-0.598821032,0.089522072,0.582070648,0.464694016,1.202282743,0.797837854,-0.469657821,-1.017534266,0.018557314,1.028389862,1.049235554,1.118147647,0.57072625,1.118478477,1.447082306,0.716809654,-0.984807197,0.761901515,0.845887618,1.058199711,-0.313087197,0.04343359,-0.477158536,FALSE
Lama_glama_guanicoe,-0.135835413,-0.341583985,0.519915957,-0.84356753,-0.953703339,0.291424394,-1.025853975,-1.167949824,0.301849074,-0.873945018,0.191184365,-0.380241869,-0.555319738,0.135518609,-0.73400829,-0.531389803,0.100843394,-0.603803484,0.011097266,-0.021353926,-0.483352601,-0.094952496,-0.441662196,0.285105978,-0.230629853,-0.87041453,-0.190192959,-0.476917286,-0.624863852,0.163109062,-1.030577466,-0.670212525,-0.46272986,0.303642881,-0.04203584,-0.531504333,-1.445482608,-0.22630779,-0.094576509,-0.172527848,1.299657066,TRUE
Litocranius_walleri,1.007903521,1.43041726,2.197637868,-1.40427047,0.669598288,1.157037071,-1.1959955,0.824219647,0.943540473,0.560456304,1.18824148,-0.228075753,0.240552606,-0.501454922,1.084792884,-0.163137149,-0.526248983,0.001174961,-0.520242702,-0.60597571,0.598073854,1.127665287,1.516290157,0.680612156,-0.966415914,-1.414695795,-0.094376245,1.099616022,1.118484,1.248849102,0.256840472,1.118478477,1.988848056,1.126242497,-1.68204715,0.773450057,1.114276567,1.147200851,-0.381812845,0.334659631,-0.129525706,FALSE
Madoqua_guentheri,0.90446477,1.461438307,2.211076585,-1.421478441,0.517508946,1.083301209,-1.190418895,0.684189451,0.895830825,0.386048793,1.124495107,-0.14564553,0.171964867,-0.301880053,0.552582483,-0.136372915,-0.267037088,-0.005426619,-0.249755636,-0.68742828,0.528050161,1.005062211,1.403708557,0.507161707,-0.868721767,-1.432945656,-0.03935533,0.959202336,0.981969134,1.184784613,0.040530844,1.118478477,1.91157089,1.150521874,-1.722104603,0.633598911,1.043811252,1.022969941,-0.332503582,0.304055462,0.375633924,FALSE
Madoqua_kirkii,0.827738458,0.636559928,1.555608593,-1.228595903,0.338381815,0.974360273,-1.152754235,0.628046973,0.750199303,0.355906816,0.9858916,0.007171229,0.296769905,-0.37111992,0.654120427,0.137468906,-0.335088256,0.251695643,-0.404711904,0.26172353,0.455593244,1.1495702,1.028739152,0.240511297,-0.631059357,-1.242540393,0.107765445,0.853695477,0.878054884,1.012377548,0.199246167,1.102315977,1.310771323,0.663523904,-1.130573892,0.426017716,0.716358767,0.906877137,-0.321410402,0.221497339,-0.071493365,FALSE
Madoqua_saltiana,1.093457804,0.741532171,1.234904303,-1.145536363,0.862104262,1.109231449,-1.004432482,1.090336754,0.935013419,0.877450472,1.152569667,-0.350439817,-0.144422086,-0.516395047,0.514606838,-0.259105621,-0.455095326,-0.413988917,-0.47163875,0.407721956,0.642636397,0.731790295,1.331519149,0.779321966,-1.028274268,-1.132737292,-0.221367063,1.216444176,1.232068226,1.204675965,0.852452806,1.118478477,1.693053423,0.979788277,-1.446524091,0.676451801,1.031281128,1.238110562,-0.388983568,1.067058114,0.016687165,FALSE
Mazama_americana,0.889044873,0.306266524,1.032182357,-1.02631585,0.547668402,0.964755237,-1.004117119,0.778749286,0.787603514,0.658767285,0.973890289,1.792447324,1.154236178,2.031151356,-1.022835828,1.096480369,2.382280181,1.33815084,1.550883435,0.802895954,-0.308285088,0.276508004,0.862460784,-1.579011275,0.937492401,-1.024963181,1.202205914,0.93593898,0.959351724,0.974447147,0.636093233,1.118478477,0.722840031,0.519245832,-0.176385403,0.751095139,1.0423771,0.967352543,-0.321691534,-0.904771389,-0.352015311,FALSE
Mazama_gouazoubira,1.071933926,-0.45567129,1.431251125,-1.26586606,0.607385676,1.272595615,-1.398787262,0.999896817,0.982178301,0.77211222,1.184719434,1.99755161,1.722459052,1.07156955,-0.443416764,1.678015803,1.30244482,0.594434377,2.027637117,-0.180211414,0.200575167,0.949527398,0.84848634,-0.696549323,0.915162643,-1.27779176,2.108282373,1.187831511,1.20425004,1.105873418,0.808834619,1.118478477,1.102883426,0.740236358,-0.937394508,0.431919824,0.528329056,1.190771721,-0.264677086,-0.803367018,-0.443970877,FALSE
Mazama_nana,0.82028826,0.640235458,0.81129436,-0.90030823,0.561470701,0.833281094,-0.810182012,0.701606725,0.695346317,0.646920816,0.882525155,1.529875796,0.752979575,2.454122418,-1.292270494,0.678222475,2.657883925,1.425649314,1.268314796,1.558224469,-0.496319771,-0.209907292,0.876816272,-1.76624647,0.807047084,-0.89122086,0.659689711,0.841055549,0.86710289,0.91547314,0.604462174,1.118478477,0.544344758,0.360679476,0.225122033,0.929214521,1.273158038,0.880391947,-0.34008571,-0.676067888,-0.409832618,FALSE
Mazama_pandora,1.12412709,-0.083713943,1.099309421,-1.159773674,0.755186889,1.210095227,-1.215406599,1.095303833,1.06004395,0.888795454,1.171171717,0.738000426,0.866389933,0.308264841,-0.082999796,0.685835981,0.28799108,0.568181458,0.073714337,-0.220694865,-0.398764717,0.725464557,0.993063422,-0.552345059,0.009535656,-1.172218568,0.528140364,1.260230445,1.274638696,1.136967092,0.892635509,1.118478477,1.158625798,1.057066986,-0.800017164,0.595903831,0.646540255,1.252571128,0.667713309,1.187542875,-0.469511686,FALSE
Mazama_rufina,0.38368289,-0.474684801,2.405645848,-1.507196378,-0.726899235,0.867890485,-1.690687229,-0.22266996,0.558623382,-0.542712211,0.784072699,1.682898035,1.075379118,2.1056124,-0.876226023,1.064865515,2.238642181,1.457189425,1.852228232,-0.07633589,-1.597561725,0.131663735,0.285208536,-1.522771024,1.268114814,-1.529609972,2.27644548,0.247657755,0.290181773,0.759606966,-0.60657636,0.502401995,0.998745001,0.439228029,-2.080398758,-0.732932492,-0.271793323,0.419710398,1.194933043,-0.405488407,2.221016019,FALSE
Mazama_temama,1.096784583,-0.593202099,1.412468657,-1.290170825,0.539396131,1.299182658,-1.480098815,0.993766977,1.036894685,0.774475713,1.204352953,2.139261294,2.088992972,0.684301534,-0.084950624,2.050640505,0.822795586,1.4343895,1.440419505,-0.135579023,-0.332423133,0.9478883,0.780459507,-0.418663276,1.068295051,-1.304307647,2.200769775,1.222156497,1.237621936,1.144769726,0.902809307,1.118478477,1.114512245,0.833270057,-1.209328883,0.177452263,0.40911076,1.241519048,0.193944833,0.051909918,-0.043508658,FALSE
Muntiacus_muntjak,0.900388121,-0.497857845,0.734772723,-0.996758755,0.453594481,0.986983892,-1.09613573,0.81473105,0.78338503,0.656564812,0.955272158,1.676497016,2.465142601,0.126810204,0.725368886,2.393755767,0.323777092,2.134099781,0.361607846,0.02187943,0.146898154,0.780242763,0.583206819,0.008908836,0.997684588,-0.999727814,1.298832448,0.953714514,0.96533412,0.930576192,0.817170698,1.00706039,0.866739461,0.448324296,-0.958272457,0.030038568,0.104447009,0.936621522,-0.254746022,-0.448193393,1.050424583,FALSE
Muntiacus_reevesi,0.016045634,-1.48672396,-0.240624641,-0.653530203,-0.682564726,0.417842665,-1.028709962,-0.995965965,0.157174351,-0.452771313,0.245596398,-0.062258507,-0.465249905,0.711179472,-1.464105158,-0.413074449,0.672499496,-0.241996007,0.195746007,-0.025284023,-0.269067774,0.620779623,-0.72751866,-0.634175943,0.602332634,-0.670718579,-0.031607354,-0.254559143,-0.48281315,0.132611751,-0.343705026,-0.21708966,-0.688911637,-0.464180718,-0.068886327,-0.78398181,-1.770416101,-0.109570401,0.027870485,-0.262549873,-0.40687372,FALSE
Nanger_granti,1.008271734,1.369254261,2.134345153,-1.402033913,0.682256468,1.15603974,-1.186419559,0.840239179,0.945865259,0.567390058,1.187599146,-0.244849078,0.210250703,-0.448530322,1.054354513,-0.20386284,-0.441870473,-0.126231766,-0.446820909,-0.295459804,0.334625036,1.802347561,1.501105728,0.679007101,-0.966526809,-1.409139713,-0.107259349,1.100986326,1.119816255,1.241773865,0.275774559,1.118478477,1.975220242,1.145370408,-1.676609221,0.757506713,1.115921435,1.14490806,-0.32810165,0.619140452,-0.193883298,FALSE
Nanger_soemmerringii,1.132889744,1.237214267,1.321601262,-1.181138426,1.003145711,1.099066335,-0.899067692,1.080811508,0.966959034,0.917219969,1.188898124,-0.14850572,0.134607846,-0.411114819,0.302827318,-0.051122553,-0.274032935,-0.294779886,-0.397652003,0.630389412,0.895618997,1.040097072,1.549885812,0.501975902,-0.92046854,-1.125780306,-0.148974401,1.27130581,1.285406536,1.276208327,0.876426407,1.118478477,1.900025035,1.109895149,-1.518507507,0.891578325,1.127588345,1.295952826,-0.389488207,1.124255275,0.032814282,FALSE
Neotragus_batesi,1.12412709,-0.824787625,1.891790828,-1.419838039,0.48034071,1.413637516,-1.679299006,0.875758949,1.094665433,0.740148892,1.272677826,2.18165281,2.004937189,0.607185993,-0.23702069,1.973523113,0.863725013,1.083662991,3.151738877,-0.13845306,0.081647483,0.525318181,0.81378087,-0.336060861,1.176309978,-1.43834601,2.655405738,1.258328124,1.272789197,1.162406842,0.853438954,1.118478477,1.365008391,0.873269602,-1.783346293,0.053680402,0.202832065,1.270308369,-0.249243429,-0.965347678,-0.442726962,FALSE
Neotragus_pygmaeus,1.146292056,-0.606966144,1.841000681,-1.423530123,0.586557685,1.409264599,-1.604569024,0.991048731,1.096736301,0.785408158,1.295754636,3.408035844,2.968367129,2.219191666,-0.45109746,2.520084762,3.023079047,1.797224609,3.298200711,0.374310749,-0.043698236,1.670195742,0.913800151,-1.335038026,1.592373419,-1.437083894,3.507351752,1.2898569,1.303442524,1.197498189,0.832136358,1.118478477,1.438864803,0.943657032,-1.680421312,0.229067864,0.355856326,1.297453699,-0.225301748,-1.420838529,-0.443954628,FALSE
Odocoileus_hemionus,0.087863107,0.932927839,0.319899773,-0.41824528,0.093423094,0.234533482,-0.269743877,-0.90751833,0.52061138,-0.128825423,0.229853818,-0.056344639,-0.018018675,-0.292396665,0.04955319,0.007162588,-0.256742348,-0.721932411,0.748065051,0.053284444,0.744717766,-0.037950087,0.060148841,0.670368758,-0.260089981,-0.427263444,-0.171774362,-0.191296459,-0.243739747,0.263411533,-0.432553607,-0.012961715,-0.233041436,0.831200423,0.663428696,0.293361806,-0.908563868,-0.05753031,-0.306488963,0.070754637,0.948016835,FALSE
Odocoileus_virginianus,0.323722661,0.282084451,-0.077042643,-0.116483058,0.393380503,0.240175908,-0.08402554,0.41155416,0.175857301,0.427179686,0.250858071,0.473832066,0.110158579,1.057943678,-0.899333458,0.137364484,1.043049291,0.503030912,0.349056403,-0.077229871,0.391279105,-0.079501607,0.203556061,-0.812348743,0.36088038,-0.104554499,-0.031751392,0.117759071,0.056496225,0.248478089,0.440410632,0.246008201,-0.095467647,-0.145448479,0.519990929,0.404047177,0.549558367,0.143953422,-0.068517772,-0.423875893,-0.160313814,FALSE
Oreamnos_americanus,-0.588052145,-0.125197497,-0.27464987,-0.198884107,-0.907448148,-0.286654985,-0.182457391,-1.574066689,0.024324392,-1.075333896,-0.323316903,0.507499336,0.263483987,0.825273282,-0.949987366,0.278586905,0.88225545,0.002684626,1.002251831,0.335158497,-0.016714009,-0.282324291,-0.777923253,-0.779954209,1.085216708,-0.183624287,0.106000955,-0.969068355,-0.981345359,-0.341335515,-1.358401772,-1.087480394,-0.763917299,-0.099442225,0.154282032,-0.694324172,-1.152350694,-0.915059021,-0.172576783,-0.154022564,1.568411016,FALSE
